Adj Strategy,Grade,life_phase,n_obs,n_rep_gate,n_rep_pos,n_draw_pos,rep_p_mult,rep_ratio_mult,draw_p_mult,draw_ratio_mult,omega_bump,nav_floor_ratio,p_value_rep_prob,p_value_rep_ratio,p_value_draw_prob,p_value_draw_ratio,p_value_omega
Special Structure/ FoF,C,late,17,17,8,3,1.0,1.0,1.0,1.0,0.0,0.6051744387896512,0.010262018891910918,0.03315151020956009,0.6082347150211482,1.0,0.002812656710758427
Special Structure/ FoF,C,mid,36,36,20,5,1.0749947992510922,1.0,1.0,1.0,-0.0030030748513444607,0.0,5.696103705155053e-06,0.11034413877820407,0.21413134839397419,1.0,0.04638681680869002
Special Structure/ FoF,C,post_0_4,5,5,2,0,1.0,1.0,1.0,1.0,0.0,0.6051744387896512,0.28120458414555616,1.0,0.22270356119511936,1.0,1.0
Special Structure/ FoF,C,post_12p,48,27,5,0,1.0,1.0,1.0,1.0,0.0,0.7112196319319608,,,,,
Special Structure/ FoF,C,post_5_8,98,85,6,1,1.0,1.0,1.0,1.0,0.0,0.5362648431280983,,,,,
Special Structure/ FoF,C,post_9_12,52,40,3,2,1.0,1.0,1.0,1.0,0.0,0.5560568009248902,,,,,
TTA,A,far,125,102,7,59,1.0,1.0,1.0,1.0,0.0,0.0,0.286500775374539,1.0,0.3061292840238248,0.7748218458802524,0.23714794236513642
TTA,A,final,2,2,0,0,1.0,1.0,1.0,1.0,0.0,1.5,0.6205103933729648,1.0,0.23998440952391187,1.0,1.0
TTA,A,late,8,8,1,0,1.0,1.0,1.0,1.0,0.0,1.5,0.8911353266864748,1.0,0.020318612805770853,1.0,0.02555771879122641
TTA,A,mid,16,16,6,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0037722395744739234,1.0,0.08179394098909087,1.0,0.03590159656941261
TTA,A,post_0_4,8,8,2,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,,,,,
TTA,A,post_12p,48,27,5,0,1.0,1.0,1.0,1.0,0.0,0.7112196319319608,,,,,
TTA,A,post_5_8,4,4,0,0,1.0,1.0,1.0,1.0,0.0,0.8250385455833333,,,,,
TTA,A,post_9_12,52,40,3,2,1.0,1.0,1.0,1.0,0.0,0.5560568009248902,,,,,
TTA,B,far,254,197,19,139,1.0,1.0,1.0,1.0,0.0,0.0,0.1099308935859149,0.9592543301946317,0.9833122681869786,0.31461079955371485,0.15195504983539163
TTA,B,final,10,10,3,0,1.0,1.0,1.0,1.0,0.0,0.8009218133333335,,,,,
TTA,B,late,3,3,1,1,1.0,1.0,1.0,1.0,0.0,0.9032782666666667,0.3677693728557909,1.0,0.461004491236203,1.0,1.0
TTA,B,mid,45,45,16,25,1.0756081525312295,1.0,1.0,0.9848464518182325,-0.007366598094986096,0.0,0.0007990986718033888,0.554941962151149,0.9079314628656026,5.964871793001932e-06,1.615196421637851e-08
TTA,B,post_0_4,8,8,2,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,,,,,
TTA,B,post_12p,48,27,5,0,1.0,1.0,1.0,1.0,0.0,0.7112196319319608,,,,,
TTA,B,post_5_8,4,4,0,0,1.0,1.0,1.0,1.0,0.0,0.8250385455833333,,,,,
TTA,B,post_9_12,52,40,3,2,1.0,1.0,1.0,1.0,0.0,0.5560568009248902,,,,,
TTA,C,far,647,543,37,337,1.0,1.0,1.0,1.0,0.0,0.0,0.21174376929088234,0.5213354866583509,0.6196002748637377,0.20226154389014772,0.14773118292633425
TTA,C,final,10,10,3,0,1.0,1.0,1.0,1.0,0.0,0.8009218133333335,,,,,
TTA,C,late,10,10,3,8,1.0,1.0,1.0,1.0,0.0,1.0239248244999999,0.02078539396139334,1.0,0.0940956672831792,6.973037874044529e-07,0.0002624140667866598
TTA,C,mid,71,71,15,45,1.1144974428556518,0.9909907400475939,1.0,0.9770450787038056,-0.009524777840957978,0.0,0.001043081730437878,0.05199420901758309,0.1079129263686942,2.2053574352356765e-05,3.519437068863212e-10
TTA,C,post_0_4,8,8,2,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,,,,,
TTA,C,post_12p,48,27,5,0,1.0,1.0,1.0,1.0,0.0,0.7112196319319608,,,,,
TTA,C,post_5_8,2,2,0,0,1.0,1.0,1.0,1.0,0.0,1.0239248244999999,0.6607734615521177,1.0,0.13046605568848268,1.0,1.0
TTA,C,post_9_12,52,40,3,2,1.0,1.0,1.0,1.0,0.0,0.5560568009248902,,,,,
TTA,D,far,78,70,3,26,0.9496463306808134,1.0,1.0,1.0,0.0034549361053979174,0.0,0.07733930185094406,1.0,0.5085822434921221,0.15090144997351337,0.07242530433493688
TTA,D,final,8,8,3,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,0.027705719002881768,1.0,0.07011137547026602,1.0,0.1973558005630141
TTA,D,late,32,32,9,6,1.055981878698225,1.0,1.0,1.0,0.0,0.6288918120795676,0.009807426964637322,0.629620335654589,0.21018755820643698,1.0,0.5256926318435644
TTA,D,mid,107,107,9,37,1.0,1.0,1.0,1.0,0.0,0.0,0.39693008355220427,0.1119182118933408,0.33333737466759605,0.37720346798589255,0.902726127655776
TTA,D,post_0_4,8,8,2,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,0.24508244882549368,1.0,0.07011137547026602,1.0,0.06093868424556897
TTA,D,post_12p,48,27,5,0,1.0,1.0,1.0,1.0,0.0,0.7112196319319608,,,,,
TTA,D,post_5_8,2,2,0,0,1.0,1.0,1.0,1.0,0.0,0.6261522666666667,0.6112114913909381,1.0,0.362729959170339,1.0,1.0
TTA,D,post_9_12,52,40,3,2,1.0,1.0,1.0,1.0,0.0,0.5560568009248902,,,,,
Venture Capital,A,far,2354,2038,345,1396,0.9081609855169602,0.9463919725983732,1.1731907711818936,1.0737548094251679,0.045425956473941764,0.0,0.0251450448211632,0.049061305911344576,0.0,0.008418223036187033,5.610930915298867e-20
Venture Capital,A,final,46,46,6,2,1.0,1.0,0.9505379159847245,1.0,-0.009585010403068283,1.0688750994799052,0.2775836014859354,1.0,3.494581957141918e-09,1.0,1.6309985472485268e-05
Venture Capital,A,late,195,193,54,16,1.0857961888361871,1.0525780909271467,0.8374277541553924,0.9818225416527426,-0.03181573599080576,1.0288597908877721,0.003846263008927764,0.011121741841250388,0.0,1.0471380174334139e-63,8.618784188434248e-20
Venture Capital,A,mid,725,725,183,211,1.1428026428551683,1.0,0.8120397477931904,0.8545289391221068,-0.06077211718063452,0.0,0.00047543469685407125,0.9648819554903225,0.0,2.108928324696006e-53,2.5666778074489862e-51
Venture Capital,A,post_0_4,28,28,3,0,1.0,1.0,1.0,1.0,0.0,1.1243337386666665,0.24605132211629188,1.0,3.8099279109360396e-07,1.0,4.829255432802268e-06
Venture Capital,A,post_12p,8,5,2,0,1.0,1.0,1.0,1.0,0.0,1.1243337386666665,0.24510757238034575,1.0,0.0064931726909303045,1.0,1.0
Venture Capital,A,post_5_8,13,13,0,0,1.0,1.0,1.0,1.0,0.0,1.1243337386666665,0.07695801828982618,1.0,0.0005258363908666741,1.0,0.0006907138729190626
Venture Capital,A,post_9_12,7,7,0,0,1.0,1.0,1.0,1.0,0.0,1.1243337386666665,0.19424819103507174,1.0,0.010885973364179069,1.0,1.0
Venture Capital,B,far,4464,3690,431,2543,0.8848033915763122,1.0,1.0823208831790503,1.0691662949858172,0.03211350226999769,0.0,0.009113280082204023,0.8256685601995973,4.6996656721809416e-07,0.004745242647605459,1.6689962861802246e-15
Venture Capital,B,final,14,14,5,1,1.0,1.0,1.0,1.0,0.0,1.1793632774336882,0.01602142107149329,1.0,0.0008101992499831567,1.0,3.333669402737491e-05
Venture Capital,B,late,164,164,32,28,1.0742376392392596,1.0,0.8858119349730391,0.9727955652753077,-0.02809304015167723,1.1899366922215946,0.03033122161749935,0.3243112080109597,0.0,3.094540159644439e-26,4.301703896921861e-31
Venture Capital,B,mid,915,915,183,325,1.251975408408824,1.0,0.8314218914421729,0.8258708616331227,-0.07019969042191282,0.0,4.754702072062855e-07,0.9123010971071587,0.0,1.3558402484032319e-67,3.648051200754048e-94
Venture Capital,B,post_0_4,2,2,1,1,1.0,1.0,1.0,1.0,0.0,1.1793632774336882,0.1330764595520424,1.0,0.9565278696778241,1.0,1.0
Venture Capital,B,post_12p,11,11,1,0,1.0,1.0,1.0,1.0,0.0,1.1793632774336882,0.663843732700482,1.0,0.0005746708135954126,1.0,0.04587010604971799
Venture Capital,B,post_5_8,4,4,0,0,1.0,1.0,1.0,1.0,0.0,1.1793632774336882,0.42782912658254224,1.0,0.037729023250031135,1.0,1.0
Venture Capital,B,post_9_12,7,7,0,0,1.0,1.0,1.0,1.0,0.0,1.1793632774336882,0.2942367641548109,1.0,0.005998601473441223,1.0,1.0
Venture Capital,C,far,2511,1983,166,1381,0.7783263934391579,1.0,1.0725610693442473,1.0832744915378785,0.03747305263369377,0.0,2.834590636724421e-05,0.33333471483845467,0.0002755745251912245,0.00032910524780512473,1.6500384295423887e-14
Venture Capital,C,final,29,29,2,4,1.0,1.0,1.0,1.0,0.0,0.7688048953098383,0.3879515043025057,1.0,9.474144071219825e-05,1.0,0.003487126357765705
Venture Capital,C,late,153,153,40,40,1.1848651317819887,1.0,0.9230730564055519,0.9608140456721496,-0.03042573118589095,0.7548769512569472,4.866117260249325e-07,0.8441939988021478,5.933225910581541e-09,4.959612726591307e-31,1.3240543794205406e-25
Venture Capital,C,mid,605,605,125,244,1.3015490893866444,1.0,0.9153740916743026,0.862871137197902,-0.05278046874825037,0.0,3.2810266503702223e-08,0.8287911925411418,7.989285387033362e-06,6.835654077031399e-47,3.096000988928343e-46
Venture Capital,C,post_0_4,19,18,5,1,1.0,1.0,1.0,1.0,0.0,0.7688048953098383,0.043851204135852306,1.0,9.38500852765145e-05,1.0,0.00013603324137620443
Venture Capital,C,post_12p,24,21,4,0,1.0,1.0,1.0,1.0,0.0,0.9862060629279404,,,,,
Venture Capital,C,post_5_8,10,10,2,0,1.0,1.0,1.0,1.0,0.0,0.7688048953098383,0.4487348997577869,1.0,0.001525045216737464,1.0,0.040702303607227354
Venture Capital,C,post_9_12,26,26,1,1,1.0,1.0,1.0,1.0,0.0,0.7772673088731724,,,,,
Venture Capital,D,far,422,335,25,227,1.0,0.9791365912275798,1.1725052126538573,1.042935746842681,0.03275008414361976,0.0,0.12569088550337737,0.0003712598840065443,1.423802853395273e-09,0.0659186613787711,8.249316690247145e-14
Venture Capital,D,final,34,31,4,2,1.0,1.0,0.9659176768174501,1.0,-0.00564005794243196,0.3347238023317346,0.660663285046128,1.0,0.0003182850612779564,1.0,0.0001342131871889116
Venture Capital,D,late,100,100,11,11,1.0,1.0,0.9229604261796043,0.9895000617902969,-0.014255695877197966,0.33766276800819583,0.8619755126213953,0.125682217488899,6.162042263113676e-07,2.7172512407671132e-11,7.848320592185644e-10
Venture Capital,D,mid,195,195,32,50,1.1123350083752095,1.0,0.9441040820541061,0.9658408852252072,-0.019132221548677674,0.0,0.021258496081955514,0.5445150021399634,0.006708490452767224,5.107478699735845e-13,2.364883070663572e-08
Venture Capital,D,post_0_4,29,26,0,1,1.0,1.0,1.0,1.0,0.0,0.3402559098333333,0.08246217946807133,1.0,0.00031444877014408235,1.0,0.121536437737534
Venture Capital,D,post_12p,5,5,1,0,1.0,1.0,1.0,1.0,0.0,0.3402559098333333,0.48665487849713784,1.0,0.09500733482397417,1.0,1.0
Venture Capital,D,post_5_8,17,15,1,0,1.0,1.0,1.0,1.0,0.0,0.3402559098333333,0.6357598560225068,1.0,0.00216750464544635,1.0,0.004588509616967397
Venture Capital,D,post_9_12,12,12,1,1,1.0,1.0,1.0,1.0,0.0,0.3402559098333333,0.8133302842478058,1.0,0.04776663155081029,1.0,0.06269405389121893
