scenario,bucket,n_funds,draw_rmse,draw_mae,draw_bias,draw_cov_90,rep_rmse,rep_mae,rep_bias,rep_cov_90,nav_rmse,nav_mae,nav_bias,nav_cov_90
conditional,PORTFOLIO,482,131080804.29798858,100579573.73307276,-81257939.27212922,0.4666666666666667,252148170.51011616,184290196.76903722,-22977073.58908333,0.8333333333333334,6607627295.26928,6033432532.969123,-6033432532.969123,0.03333333333333333
