scenario,bucket,n_funds,draw_rmse,draw_mae,draw_bias,draw_cov_90,rep_rmse,rep_mae,rep_bias,rep_cov_90,nav_rmse,nav_mae,nav_bias,nav_cov_90
neutral,PORTFOLIO,482,252400708.16159883,143324970.93916813,22139385.692956664,0.26666666666666666,292931839.8508694,234276618.72617742,92111231.64982195,0.6666666666666666,4776681342.021865,4035313356.558896,-3875462618.4348216,0.2
