scenario,bucket,n_funds,draw_rmse,draw_mae,draw_bias,draw_cov_90,rep_rmse,rep_mae,rep_bias,rep_cov_90,nav_rmse,nav_mae,nav_bias,nav_cov_90
conditional,PORTFOLIO,528,113196343.61342482,74055389.24122563,-32109501.026917197,0.8571428571428571,313618229.42942697,222002204.5520216,-70750044.88898453,0.7142857142857143,6114843839.0766535,5542570137.243814,-5542570137.243814,0.0
