scenario,strategy,grade,age_bucket,n_funds,draw_rmse,draw_mae,draw_bias,draw_cov_90,rep_rmse,rep_mae,rep_bias,rep_cov_90,nav_rmse,nav_mae,nav_bias,nav_cov_90
conditional,Other Private Debt,D,0-2y,1,1531632.3462130178,797708.7088530185,-166661.2874822312,0.75,1515049.7502320574,1092240.9700434983,-446283.79095883685,0.5,10639207.294988818,9840108.99497897,3521696.902606211,0.6785714285714286
conditional,Other Private Debt,D,2-4y,2,2315472.8621106017,1108592.7730381198,-440191.37616188655,0.6071428571428571,3401215.4779462605,2669328.819372079,-1229613.7250950634,0.42857142857142855,18705263.57649212,16033877.307572098,-15509417.313791681,0.21428571428571427
conditional,Private Equity,A,0-2y,7,8866766.79335397,6956326.094406517,414714.53184689715,0.6428571428571429,18160101.94075455,11140679.114148257,-526283.1431438279,0.5357142857142857,147848026.6035696,118585380.84001109,-104765090.36780652,0.17857142857142858
conditional,Private Equity,A,10-15y,5,800604.6533844302,512576.91008,512576.91008,0.14285714285714285,5154012.903525848,2245095.145498567,-18472.40780083813,0.25,20720252.769554082,19327231.322998367,19327231.322998367,0.0
conditional,Private Equity,A,2-4y,13,6629929.157931717,4581801.211564967,1513703.5553247083,0.7142857142857143,22866652.078485854,16486690.642362293,-6655636.391708761,0.75,176002388.78776845,166591008.6342848,-166591008.6342848,0.10714285714285714
conditional,Private Equity,A,4-6y,11,3154944.0652271123,2096354.1545335276,-214370.36471171599,0.7142857142857143,22527421.16452457,15180341.128783058,-4287976.301871202,0.6071428571428571,109715603.89872998,105535217.32395172,-105535217.32395172,0.2857142857142857
conditional,Private Equity,A,6-8y,6,1865692.3613668256,952208.9482805132,-200558.56924369995,0.5,6867933.959116282,4708029.292400439,-132485.72482186518,0.6428571428571429,60084296.677321844,57270223.083599366,-57270223.083599366,0.17857142857142858
conditional,Private Equity,A,8-10y,4,209369.6254023876,147261.41557717332,-21276.202082759246,0.6071428571428571,3966401.1108849123,2512991.850359485,-956857.7379997744,0.4642857142857143,5684703.508672744,4712746.725973498,-549708.5400878767,0.8928571428571429
conditional,Private Equity,A,nan,2,3317830.638054655,2529956.5701387348,-1275403.260441965,0.4642857142857143,9019578.022234015,3840507.1792550683,-1482391.7061009328,0.8214285714285714,44408497.64607341,33586029.060586534,-33232908.77238205,0.5
conditional,Private Equity,B,0-2y,26,15839803.247668713,11864994.898756504,-1477271.5897685292,0.7142857142857143,36196916.6250028,26671330.355272584,-10462214.996839538,0.6071428571428571,267660104.882813,228730631.07080117,-225262903.05640835,0.21428571428571427
conditional,Private Equity,B,10-15y,2,508942.64285191847,307371.69672588276,307371.69672588276,0.7142857142857143,1160093.654429777,584782.326639537,-285204.9138176288,0.75,3932615.7634885614,3614533.0311894384,3504324.6595361936,0.25
conditional,Private Equity,B,2-4y,32,12452964.598652016,8191705.983360034,-2142474.405690766,0.7142857142857143,26120184.864297334,20092791.459874135,-3589093.3652069373,0.7857142857142857,241069799.46729967,218664868.73829874,-218664868.73829874,0.25
conditional,Private Equity,B,4-6y,12,2431604.48398326,1687612.8632558256,-1002835.0889165952,0.75,14590103.406224221,10867301.749947464,-5096941.75407066,0.6071428571428571,50350820.04652153,44699855.45379138,-43337320.047658145,0.5357142857142857
conditional,Private Equity,B,6-8y,6,633962.1504236415,412594.19328902377,30868.95997082545,0.25,5981258.1950441785,4171379.4430805454,-2312.2972640647286,0.5,24063668.75231502,21133739.794103276,-20571385.79208973,0.32142857142857145
conditional,Private Equity,B,8-10y,4,2317842.75361512,1329015.5018101197,1329015.5018101197,0.6071428571428571,11533665.158777455,6395920.907413793,967708.7540118138,0.6071428571428571,39359159.96496214,36066167.16911583,36066167.16911583,0.32142857142857145
conditional,Private Equity,B,nan,6,11659223.878403766,8389031.572994228,-1641867.5810360068,0.39285714285714285,9232111.2495419,4937085.153117612,1613343.5235161337,0.8214285714285714,82610144.86949354,71692158.69774528,-50280430.55295138,0.35714285714285715
conditional,Private Equity,C,0-2y,18,11361492.99819083,8940696.373729538,-2944460.5076087033,0.6428571428571429,13191280.596013365,9488988.26220707,-2876795.637747184,0.6428571428571429,162983117.98917526,139242711.46276262,-138286130.40709838,0.17857142857142858
conditional,Private Equity,C,10-15y,3,151325.60756111806,84118.42409800692,-2737.749355534356,0.4642857142857143,1407686.9195464267,818808.2140410276,209427.05889898937,0.6785714285714286,9622831.204513825,7524626.459790947,7461613.2563493475,0.39285714285714285
conditional,Private Equity,C,2-4y,6,2847144.47399174,2052460.066779767,-715824.3772609675,0.6785714285714286,8394595.944237716,5775857.39411256,-3687214.158343103,0.42857142857142855,62097095.749205045,58043026.74246405,-58043026.74246405,0.0
conditional,Private Equity,C,4-6y,4,971468.8228135683,585462.6095362398,257408.41402741428,0.5357142857142857,5303158.4580210475,3446685.612385662,-261244.22382436637,0.39285714285714285,29326385.504161946,25736147.511688326,-25736147.511688326,0.21428571428571427
conditional,Private Equity,C,6-8y,2,253166.3002691734,146688.4802269599,97964.09624035808,0.75,1068868.0392330152,539952.7943295005,124394.80996343943,0.8928571428571429,5371407.792936708,4092920.155097756,-3748984.178466665,0.4642857142857143
conditional,Private Equity,C,8-10y,2,15659.898236387875,11693.07707287611,-4191.658801433948,0.7142857142857143,1701975.3338711082,792503.4256947405,-336942.457612442,0.6428571428571429,12743417.255430602,12286113.274957035,-12286113.274957035,0.0
conditional,Private Equity,C,nan,12,10355323.079528531,7767028.973549923,-3936907.5079283905,0.5714285714285714,7768966.040263136,3859066.7202308257,-479026.5647093092,0.75,165998981.11419675,125813228.61461727,-116498154.99012685,0.42857142857142855
conditional,Private Equity,D,10-15y,1,257642.68983340627,124687.17460996765,124687.17460996765,0.8571428571428571,199889.36927722706,62454.83996544447,62454.83996544447,1.0,2849175.089361429,2744926.9444910353,2744926.9444910353,0.0
conditional,Private Equity,D,2-4y,1,84939.44096524309,51234.01540556501,10088.03901147364,0.8214285714285714,744902.3489100183,361525.0035752318,16578.264720241725,0.8214285714285714,1870314.957335192,1427886.1689651387,1248725.0006547482,0.8214285714285714
conditional,Private Equity,D,8-10y,3,253645.66913630965,106462.1088359079,-59290.63156634126,0.35714285714285715,3835623.047445912,2294184.2774123237,-688706.9184507737,0.6785714285714286,10540972.282840997,9623231.198052598,-1501711.531141606,0.75
conditional,Special Structure/ FoF,B,2-4y,1,627947.2296823971,432151.9054479647,-11921.813901292306,0.75,2061465.3381611076,1116961.097906784,471453.80160392326,0.5,7522990.297361822,5624626.7113418775,1415931.850339851,0.5357142857142857
conditional,Special Structure/ FoF,B,nan,1,2561762.1645704643,1774410.0573480022,337742.8327552176,0.5714285714285714,758398.793896513,365566.35384599684,323870.8063787817,0.9285714285714286,12074194.92212308,9604254.662795147,-4770044.203125077,0.5357142857142857
conditional,Special Structure/ FoF,C,10-15y,3,2301430.5406536143,1610973.3355190184,1187515.122614632,0.4642857142857143,7860773.402182374,4645628.5656902855,-1820831.8405191556,0.5357142857142857,31025645.13894604,20045955.17164089,-19630174.509957287,0.6071428571428571
conditional,Special Structure/ FoF,C,nan,1,1845177.6616681828,1231417.7499203638,535244.6446618655,0.6785714285714286,1072293.7858526458,439166.02050511807,369899.9253078849,0.9285714285714286,8195286.804567903,7061288.55422062,6152028.493425158,0.32142857142857145
conditional,TTA,A,6-8y,2,595149.653016056,388373.25369401934,-105227.57651477445,0.6071428571428571,5921941.298934277,3091294.253162932,-1196144.6682587147,0.7857142857142857,69027961.27020845,60117351.13993203,-59635251.9290793,0.07142857142857142
conditional,TTA,B,0-2y,1,2954123.2586446553,1836715.8449483581,-73518.53617104625,0.7142857142857143,311324.59704386065,136846.64043973535,136846.64043973535,1.0,9326419.72246564,8304394.949809351,313451.1449603126,0.75
conditional,TTA,B,2-4y,3,2117801.7293020827,1431863.1514482852,-367661.85168171156,0.6785714285714286,3643045.0224907966,2157933.6495058793,1317971.394349403,0.8214285714285714,23965873.04124266,21010499.56014779,-1518497.045188179,0.42857142857142855
conditional,TTA,B,6-8y,1,594466.6295161434,372234.3966677865,2938.6976012932805,0.6071428571428571,5147468.194562422,2229039.4814209267,1936892.0515954464,0.75,18196436.16374427,14068834.438447157,8637965.309576942,0.7142857142857143
conditional,TTA,C,0-2y,2,1244180.8004578303,998685.3480777972,-334651.44931836147,0.6071428571428571,3031922.951529433,1182018.2667580575,-572042.6452864921,0.7142857142857143,16533897.973242307,14520180.45724245,-14520180.45724245,0.39285714285714285
conditional,TTA,C,10-15y,1,0.0,0.0,0.0,1.0,127780.76937936671,28595.374519745073,28545.623068534234,1.0,5474124.763608608,4870755.542149103,-4870755.542149103,0.0
conditional,TTA,C,2-4y,4,2321993.6960848314,1841084.8523898143,-258737.79086477964,0.5,1115489.284306743,639802.9947183923,-18748.018077141773,0.7142857142857143,48071745.78526398,37693484.090500265,-36707430.19628796,0.25
conditional,TTA,C,4-6y,4,788745.0172196995,582997.1306003685,-93731.7623378334,0.7857142857142857,1005624.226971124,630345.4083986086,145662.03286207214,0.6785714285714286,16740834.007408494,15615169.83659312,-15612401.627043087,0.10714285714285714
conditional,TTA,C,6-8y,2,406261.7888601527,257946.3809610615,-8068.720287656384,0.6785714285714286,402177.51022721117,206062.67215578444,160231.1359917685,0.8928571428571429,11893779.889103401,10355806.465049062,-10265103.744245565,0.14285714285714285
conditional,TTA,C,8-10y,1,0.0,0.0,0.0,1.0,347341.867868487,189937.46262706412,-32245.09835890576,0.75,13303622.289420724,11348275.032943252,-10920564.198915523,0.07142857142857142
conditional,TTA,C,nan,3,3160613.690094762,2507264.209759653,-532764.9758661825,0.6785714285714286,1697307.7809434703,774328.340995172,738878.0567094579,0.9285714285714286,39876133.78197128,29793511.268482506,-27109395.868157245,0.35714285714285715
conditional,TTA,D,10-15y,1,50741.23742402697,19222.96222051979,-17124.2043112505,0.8214285714285714,977171.2260034928,450677.26227797865,-205025.1274802094,0.8214285714285714,6529667.395549919,5345868.431417576,-5088703.888205103,0.14285714285714285
conditional,TTA,D,8-10y,1,828455.7007573469,462825.7800346748,462825.7800346748,0.8214285714285714,698854.6032113899,249783.83452308856,-165868.2795124175,0.7142857142857143,2175616.1067294115,1602417.6072394217,1263415.6535745128,0.9285714285714286
conditional,Venture Capital,A,0-2y,10,11111542.233500881,7133706.75381823,-942010.0131997323,0.8214285714285714,20307514.4157384,12920008.564506842,10769522.694242356,0.6428571428571429,232792437.80408177,199250605.63343087,-196375776.13037974,0.07142857142857142
conditional,Venture Capital,A,10-15y,3,1152852.7813573175,835165.4777912954,830244.2681811474,0.8214285714285714,2468771.125121347,1719051.16613788,1076571.525574574,0.75,8955940.021511901,8120607.507108538,8120607.507108538,0.9642857142857143
conditional,Venture Capital,A,2-4y,17,12504295.908786947,8065413.098715426,-4545277.0285663735,0.6785714285714286,30598270.414137125,24163228.221132558,6658389.074551856,0.6785714285714286,650609848.3630909,571725017.7641795,-571725017.7641795,0.07142857142857142
conditional,Venture Capital,A,4-6y,9,3022473.388634384,1822905.0408885418,-90492.21960674284,0.6071428571428571,34838079.32941413,22994094.16652614,-8244930.264604958,0.6071428571428571,587452584.310183,523165863.87437546,-523165863.87437546,0.0
conditional,Venture Capital,A,6-8y,8,2026186.1409207785,1202046.7472122535,-1019150.583324316,0.35714285714285715,26438952.180385932,18437647.52454715,-5006545.013587535,0.5714285714285714,79932418.26417065,55345927.924772725,-24252338.401499987,0.75
conditional,Venture Capital,A,8-10y,4,3707977.825731614,1884834.8960165463,1753833.5830214173,0.6428571428571429,6704098.95753204,4481742.18986095,-560953.1197277262,0.7857142857142857,32526723.142529257,30635249.821160972,-29758383.629599743,0.2857142857142857
conditional,Venture Capital,A,nan,2,1512744.4491545612,1227179.1702383193,-289433.6548554488,0.5357142857142857,2904128.2419968885,1096614.4418168664,186761.28521232153,0.9285714285714286,9784924.963342309,6413654.34058702,-1634657.766610434,0.8571428571428571
conditional,Venture Capital,B,0-2y,26,9351464.67755869,6953797.736769208,-277344.91469039343,0.7857142857142857,34610038.40836058,21156667.986915078,14128302.81722465,0.6428571428571429,406306254.75011337,345133092.75725144,-345133092.75725144,0.03571428571428571
conditional,Venture Capital,B,10-15y,5,294820.35484282864,192347.68994186827,185109.67627928607,0.75,11372263.075682202,5304614.224715329,-788545.1250192176,0.6071428571428571,32448184.402117517,28020928.62944908,17025193.773640074,0.2857142857142857
conditional,Venture Capital,B,2-4y,22,5529998.613959432,4148727.034121552,-1772351.52982226,0.7142857142857143,25700598.005565353,19678120.35460231,49875.364165933,0.7142857142857143,743638417.7572508,681309934.2524787,-681309934.2524787,0.0
conditional,Venture Capital,B,4-6y,12,1534933.0145883623,1170309.7860991166,-462561.8811420357,0.5714285714285714,38199176.1430758,19453193.634608805,-15276954.383854458,0.4642857142857143,309500662.0875514,269810806.1137752,-269810806.1137752,0.0
conditional,Venture Capital,B,6-8y,10,1561838.9962911902,1061354.4160491577,-671703.7761531051,0.6071428571428571,17460849.081344776,10983707.502229722,-3928156.0317824334,0.6071428571428571,305161048.4170368,287186732.39694417,-287186732.39694417,0.0
conditional,Venture Capital,B,8-10y,2,538234.9607440963,191859.7139051719,-191790.47134661855,0.8571428571428571,1082926.3585061077,583923.082562933,400962.61907565186,0.9285714285714286,4201886.282847841,3268453.7589534326,-1404017.8355631307,0.8214285714285714
conditional,Venture Capital,B,nan,9,4889567.264870999,3591319.49326428,-1236335.830953497,0.7142857142857143,3551907.051247004,2102264.0560673703,455886.2137966828,0.5714285714285714,103229608.65277284,85346743.91555561,-80148868.03849034,0.25
conditional,Venture Capital,C,0-2y,16,6196925.22657766,4683344.3135658065,-831545.4262609223,0.7857142857142857,9959894.244141106,6496423.388406756,1750631.2502885258,0.5714285714285714,237044683.80790156,213953523.97595772,-213953523.97595772,0.03571428571428571
conditional,Venture Capital,C,10-15y,5,993438.0601186125,628659.7834368251,628659.7834368251,0.7142857142857143,4255498.401069967,2664176.857915876,-1249922.84874494,0.5714285714285714,18817318.33094009,15734998.448108122,14743535.737284657,0.35714285714285715
conditional,Venture Capital,C,2-4y,13,4857855.706285378,3377804.462982087,-1711705.0527478673,0.7142857142857143,6341439.170605802,4464003.171025647,1126633.6479109332,0.7142857142857143,236646671.65852022,212014662.9495328,-212014662.9495328,0.0
conditional,Venture Capital,C,4-6y,6,1169386.4069688895,803526.1838707122,-257905.5797081945,0.7142857142857143,6965610.592762473,4327387.430221465,-2176896.71099638,0.6785714285714286,57965512.86335271,50923990.34972709,-50923990.34972709,0.07142857142857142
conditional,Venture Capital,C,6-8y,6,1123854.1357592978,752733.9485543452,89689.45161824589,0.7142857142857143,7771612.831161607,4347960.307332302,-2530770.3177285576,0.6071428571428571,34893053.78846892,28404059.354550373,-25400605.601011895,0.07142857142857142
conditional,Venture Capital,C,8-10y,1,7494.860467257303,3064.158412825944,3064.158412825944,1.0,2455379.3291495633,812017.2816116659,-376323.0066678027,0.8571428571428571,6554667.649412938,6033798.373205334,-4433486.274354729,0.21428571428571427
conditional,Venture Capital,C,nan,7,4854406.454169034,3518440.0793328807,-1439041.6765808822,0.42857142857142855,1914982.246531836,1118318.4978144628,668337.9286246394,0.6785714285714286,52202716.625328526,43679440.40496764,-27916101.381477803,0.42857142857142855
conditional,Venture Capital,D,0-2y,6,2542109.5948665063,1876785.3904538082,-279112.5806871187,0.7142857142857143,2193077.697435122,1171923.2988998143,899896.4357073907,0.8214285714285714,47201395.33830999,36735542.72155706,-32654030.70853011,0.42857142857142855
conditional,Venture Capital,D,10-15y,1,19514.706267942154,11671.434208794255,11671.434208794255,0.8928571428571429,70104.4675459579,32916.43772669574,8118.848260768696,0.9642857142857143,889859.32089077,859388.3613442935,850196.0529033609,0.03571428571428571
conditional,Venture Capital,D,6-8y,2,756769.5063958553,519803.4050834857,137780.00815748997,0.6785714285714286,2017561.78710366,909261.8763814348,-23245.500780761107,0.8214285714285714,17131152.283429727,15984956.70324418,-15984956.70324418,0.07142857142857142
conditional,Venture Capital,D,8-10y,2,110717.67638617329,62866.80450736367,-15170.118764611494,0.6785714285714286,540154.0949321211,270869.6164196373,264676.31932666665,0.9642857142857143,8194821.581127765,6475839.132247974,-5958426.906343362,0.32142857142857145
conditional,Venture Capital,D,nan,3,578585.5611825751,436098.88658027124,-88429.73885512655,0.4642857142857143,425193.03737761354,239546.89116486182,114051.946465304,0.8214285714285714,4512255.052419035,3888798.2308616564,-1517966.1719653534,0.4642857142857143
